"filename", "language", "Dart", "YAML", "Markdown", "JSON", "HTML", "C++", "CMake", "Swift", "XML", "Properties", "comment", "blank", "total"
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\linux\flutter\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 10, 89
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\linux\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 4, 5, 16
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\linux\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 6, 16
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\linux\flutter\generated_plugins.cmake", "CMake", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\linux\runner\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 6, 27
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\linux\runner\main.cc", "C++", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 7
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\linux\runner\my_application.cc", "C++", 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 25, 29, 145
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\linux\runner\my_application.h", "C++", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 7, 5, 19
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 3, 4, 27
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 2, 4, 13
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 1, 69
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 1, 344
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 4, 16
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\pubspec.yaml", "YAML", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 46, 14, 106
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\test\widget_test.dart", "Dart", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 31
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\web\index.html", "HTML", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 15, 5, 39
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\web\manifest.json", "JSON", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 1, 36
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 20, 109
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\flutter\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 12, 110
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 4, 5, 27
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 6, 16
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\flutter\generated_plugins.cmake", "CMake", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 6, 29
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 7, 41
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\flutter_window.cpp", "C++", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 7, 16, 72
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\flutter_window.h", "C++", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 5, 9, 34
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\main.cpp", "C++", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 4, 10, 44
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\resource.h", "C++", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 6, 2, 17
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\utils.cpp", "C++", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 2, 10, 66
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\utils.h", "C++", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 6, 6, 20
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\win32_window.cpp", "C++", 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 24, 55, 289
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\windows\runner\win32_window.h", "C++", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 13689, 49, 13, 1089, 19, 567, 467, 69, 480, 10, 802, 1321, 18575
